Location;Year;Kilometers_Driven;Fuel_Type;Transmission;Owner_Type;Mileage;Seats;Price_in_Euro;Brand;Model;Engine_numeric;Power_numeric;is_Sold_new
Pune;2011;99606;Diesel;1;Second;16.07;5;11550.0;BMW;3 Series 320d Highline;1995.0;181.0;0
Mumbai;2014;64000;Diesel;0;First;20.77;7;7974.999999999999;Maruti;Ertiga ZDI;1248.0;88.8;0
Hyderabad;2013;51000;Diesel;0;First;20.0;5;3520.0;Ford;Figo Diesel ZXI;1399.0;68.05;0
Mumbai;2014;57000;Petrol;0;First;16.47;5;4345.0;Volkswagen;Polo 1.2 MPI Highline;1198.0;98.6;0
Coimbatore;2009;48040;Diesel;1;Second;16.77;5;13277.0;Audi;A6 3.0 TDI quattro;2967.0;241.38;0
Pune;2017;43200;Diesel;0;First;13.68;7;20460.0;Toyota;Innova Crysta 2.4 ZX MT;2393.0;147.8;1
Delhi;2013;66000;Diesel;1;First;22.32;5;6270.0;Hyundai;Verna 1.6 CRDi EX AT;1582.0;126.3;0
Kolkata;2013;31000;Petrol;0;First;17.92;5;1925.0;Hyundai;Santro Xing GL Plus;1086.0;62.1;0
Delhi;2011;46000;Diesel;1;Second;16.55;5;12089.0;Audi;A4 2.0 TDI;1968.0;147.51;0
Kolkata;2012;47346;Diesel;1;First;16.55;5;15949.999999999998;Audi;A4 2.0 TDI;1968.0;147.51;0
Jaipur;2009;100000;Diesel;0;First;17.0;5;3421.0;Skoda;Laura 1.9 TDI MT Ambiente;1896.0;105.0;0
Coimbatore;2015;63856;Petrol;1;First;13.7;5;15356.0;Honda;CR-V 2.0L 2WD AT;1997.0;153.86;0
Coimbatore;2015;72996;Diesel;0;First;22.32;5;7821.0;Hyundai;Verna 1.6 SX CRDi (O);1582.0;126.32;0
Chennai;2014;23000;Diesel;0;First;24.5;7;7590.0;Honda;Mobilio RS i DTEC;1498.0;98.6;0
Coimbatore;2018;15985;Petrol;0;First;18.6;5;8547.0;Hyundai;i20 1.2 Asta Option;1197.0;81.83;0
Kolkata;2011;98000;Diesel;0;Second;12.8;8;6050.0;Toyota;Innova 2.5 G (Diesel) 7 Seater BS IV;2494.0;102.0;0
Hyderabad;2014;70089;Petrol;0;First;18.6;5;5885.0;Hyundai;i20 Magna 1.2;1197.0;81.83;0
Chennai;2011;99000;Diesel;0;Second;13.6;7;4950.0;Mahindra;Bolero VLX BS IV;2523.0;98.6;0
Jaipur;2014;72000;Diesel;0;First;20.34;5;5225.0;Volkswagen;Vento 1.5 TDI Comfortline;1498.0;103.2;0
Coimbatore;2015;44194;Diesel;1;First;16.36;5;36079.99999999999;Jaguar;XF 2.2 Litre Luxury;2179.0;187.7;0
Mumbai;2005;102000;Petrol;0;First;17.3;5;770.0;Maruti;Zen LXi - BS III;993.0;98.6;0
Coimbatore;2018;56652;Diesel;1;First;13.0;5;55319.0;Mercedes-Benz;E-Class Facelift;2987.0;258.0;0
Mumbai;2010;41650;Diesel;0;Second;11.5;7;12089.0;Toyota;Fortuner 3.0 Diesel;2982.0;171.0;0
Coimbatore;2015;61717;Petrol;1;First;18.9;5;6127.0;Hyundai;Grand i10 AT Asta;1197.0;98.6;0
Jaipur;2018;25302;Diesel;0;First;25.4;5;6490.0;Hyundai;Xcent 1.2 CRDi S;1186.0;73.97;1
Coimbatore;2016;47016;Petrol;0;First;15.29;5;10373.0;Hyundai;Creta 1.6 VTVT S;1591.0;121.3;0
Bangalore;2010;69000;Petrol;0;First;20.36;5;3190.0;Hyundai;i10 Sportz;1197.0;78.9;0
Delhi;2016;32700;Petrol;0;First;19.4;5;4048.0;Honda;Brio S MT;1198.0;86.8;0
Coimbatore;2015;101337;Diesel;1;First;12.55;7;23837.0;Toyota;Fortuner 4x2 AT;2982.0;168.5;0
Ahmedabad;2011;59000;Diesel;1;First;16.55;5;13750.0;Audi;A4 2.0 TDI Multitronic;1968.0;140.0;0
Kochi;2018;41736;Diesel;1;First;11.36;7;21912.0;Toyota;Innova Crysta 2.8 ZX AT;2755.0;171.5;1
Jaipur;2014;71649;Diesel;0;First;25.1;5;7425.0;Honda;City i DTEC VX;1498.0;98.6;0
Kochi;2015;80606;Diesel;0;First;25.1;5;7656.0;Honda;City i DTEC VX;1498.0;98.6;0
Jaipur;2017;63262;Petrol;0;First;21.7;5;3575.0;Renault;KWID 1.0 RXT Optional;999.0;98.6;1
Hyderabad;2018;5456;Diesel;0;First;28.4;5;9515.0;Maruti;Swift DDiS ZDI Plus;1248.0;98.6;0
Pune;2017;7500;Petrol;1;First;23.1;5;5500.0;Maruti;Celerio VXI Optional AMT;998.0;67.04;1
Delhi;2011;66000;Diesel;0;First;15.1;7;6050.0;Mahindra;XUV500 W8 2WD;2179.0;140.0;0
Jaipur;2010;66770;Petrol;0;Second;20.36;5;2860.0;Hyundai;i10 Magna;1197.0;78.9;0
Kochi;2014;58472;Petrol;0;First;19.81;5;3751.0;Hyundai;i10 Magna 1.1;1086.0;68.05;0
Kolkata;2011;46687;Petrol;0;First;22.0;5;2970.0;Maruti;Dzire VXI;1197.0;81.8;1
Chennai;2008;77000;Petrol;1;Fourth & Above;9.7;5;6050.0;Maruti;Grand Vitara AT;1995.0;163.5;0
Kolkata;2012;7000;Petrol;1;First;14.33;4;38500.0;Audi;TT 40 TFSI;1984.0;226.6;0
Mumbai;2011;48000;Petrol;1;Second;14.74;5;10725.0;Mercedes-Benz;New C-Class C 200 CGI;1991.0;184.0;0
Mumbai;2013;47000;Diesel;0;First;21.64;5;4675.0;Nissan;Sunny 2011-2014 Diesel XV;1461.0;84.8;0
Ahmedabad;2015;51530;Petrol;0;First;18.9;5;3520.0;Maruti;Wagon R LXI;998.0;67.1;0
Bangalore;2014;25789;Diesel;0;Second;23.4;5;7535.0;Maruti;Swift Dzire ZDI;1248.0;98.6;0
Delhi;2015;48000;Diesel;0;First;25.8;5;4950.0;Honda;Amaze S i-Dtech;1498.0;98.6;0
Delhi;2012;52000;Diesel;0;First;28.4;5;3905.0;Maruti;Swift ZDI;1248.0;98.6;0
Hyderabad;2010;95637;CNG;0;Second;18.48;5;2090.0;Hyundai;Accent Executive CNG;1495.0;93.7;0
Hyderabad;2008;131000;Diesel;0;First;10.5;7;3960.0;Mahindra;Scorpio LX 2.6 Turbo;2609.0;120.0;0
Kochi;2015;42076;Diesel;1;First;13.0;5;23980.0;Mercedes-Benz;E-Class E250 CDI Avantgrade;2143.0;201.1;0
Mumbai;2012;76000;Diesel;0;Second;13.0;7;14850.0;Toyota;Fortuner 4x2 Manual;2982.0;168.5;0
Bangalore;2016;20487;Petrol;0;First;22.7;5;2926.0;Datsun;redi-GO T Option;799.0;53.64;1
Delhi;2010;43000;Petrol;0;Second;16.8;5;4125.0;Honda;City V MT;1497.0;116.3;0
Pune;2018;17000;Petrol;1;First;19.16;5;35200.0;Toyota;Camry Hybrid;2494.0;158.2;0
Coimbatore;2016;60805;Diesel;0;First;26.0;5;8877.0;Honda;City i DTec V;1498.0;98.6;0
Kochi;2012;58775;Diesel;0;First;19.33;5;6204.0;Volkswagen;Jetta 2012-2014 2.0L TDI Trendline;1968.0;138.1;0
Hyderabad;2013;70181;Diesel;1;First;17.68;5;26389.0;Audi;A6 2011-2015 2.0 TDI;1968.0;174.33;0
Coimbatore;2016;85827;Diesel;0;First;20.77;7;8250.0;Maruti;Ertiga VDI;1248.0;88.76;0
Jaipur;2016;58205;Diesel;1;First;19.27;5;29700.0;Mercedes-Benz;New C-Class C 220 CDI Style;2143.0;167.62;0
Mumbai;2008;91000;Diesel;0;Second;19.3;5;3135.0;Maruti;Swift Dzire Vdi BSIV;1248.0;73.9;0
Pune;2012;74000;Diesel;0;First;19.01;5;6985.0;Renault;Duster 110PS Diesel RxZ Pack;1461.0;108.45;0
Hyderabad;2010;79324;Diesel;0;First;21.1;5;3630.0;Maruti;Ritz VDi;1248.0;73.9;0
Bangalore;2013;38623;Petrol;0;First;19.1;5;5500.0;Maruti;Swift Dzire VXI;1197.0;85.8;0
Coimbatore;2014;59923;Diesel;0;First;22.9;5;7106.0;Maruti;Swift ZDi;1248.0;98.6;0
Jaipur;2017;23360;Petrol;0;First;21.1;5;4125.0;Hyundai;EON Sportz;814.0;55.2;0
Kochi;2003;61495;Petrol;0;Third;17.3;5;1672.0;Maruti;Zen VXI BSII;993.0;98.6;0
Coimbatore;2012;56661;Petrol;0;First;15.1;7;3971.0;Maruti;Eeco 7 Seater Standard;1196.0;98.6;1
Coimbatore;2017;40318;Diesel;1;First;14.16;5;48114.0;Audi;Q5 30 TDI quattro Premium;1968.0;174.3;0
Chennai;2014;60000;Diesel;1;First;15.73;5;22000.0;Audi;Q3 2.0 TDI;1968.0;174.33;0
Pune;2008;103000;Diesel;1;Second;0.0;2;3300.0;Smart;Fortwo CDI AT;799.0;98.6;0
Hyderabad;2010;130000;Diesel;0;First;19.3;5;4015.0;Maruti;Swift Dzire VDi;1248.0;73.9;0
Mumbai;2013;20000;Diesel;0;First;14.07;10;5775.0;Tata;Sumo DX;1978.0;83.1;0
Hyderabad;2016;76000;Diesel;1;First;15.97;7;63799.99999999999;BMW;X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater;2993.0;258.0;0
Mumbai;2015;30000;Petrol;1;First;18.0;5;9515.0;Honda;City i-VTEC CVT VX;1497.0;117.3;1
Delhi;2015;150000;Diesel;0;First;25.0;5;2750.0;Tata;Indigo eCS eLX BS IV;1396.0;69.01;0
Chennai;2014;28000;Petrol;1;First;16.93;5;8525.0;Volkswagen;Vento TSI;1197.0;103.6;0
Bangalore;2015;74000;Petrol;0;First;23.1;5;4565.0;Maruti;Celerio VXI;998.0;67.04;0
Delhi;2011;75000;Diesel;0;First;11.5;7;11935.0;Toyota;Fortuner 3.0 Diesel;2982.0;171.0;0
Delhi;2010;76000;Petrol;1;Second;11.3;5;6083.0;Mitsubishi;Outlander 2.4;2360.0;170.0;0
Pune;2014;64889;Diesel;1;First;15.5;5;12650.0;Volkswagen;Jetta 2007-2011 1.9 Highline TDI;1896.0;105.0;0
Hyderabad;2010;10000;Petrol;0;First;9.0;2;44000.0;Porsche;Cayman 2009-2012 S;3436.0;98.6;0
Kolkata;2015;43000;Diesel;0;First;19.67;5;10175.0;Hyundai;Creta 1.6 CRDi SX;1582.0;126.2;0
Pune;2011;47490;Petrol;0;First;17.5;5;2519.0;Skoda;Fabia 1.2 MPI Ambiente Petrol;1198.0;98.6;0
Chennai;2015;80000;Diesel;0;First;22.77;5;7700.0;Ford;EcoSport 1.5 TDCi Titanium;1498.0;98.59;0
Bangalore;2007;60000;Petrol;0;Second;18.2;5;1815.0;Maruti;Zen Estilo 1.1 LXI BSIII;1061.0;98.6;0
Ahmedabad;2017;6006;Petrol;0;First;20.73;5;9075.0;Maruti;Ciaz 1.4 Delta;1373.0;91.1;0
Kochi;2011;71703;Petrol;1;First;14.74;5;10054.0;Mercedes-Benz;New C-Class C 200 Avantgarde Edition C;1991.0;181.03;0
Hyderabad;2016;33000;Petrol;0;First;17.8;5;7150.0;Honda;Amaze SX i-VTEC;1198.0;86.7;0
Kolkata;2012;60000;Diesel;0;First;23.59;5;3245.0;Toyota;Etios GD;1364.0;98.6;0
Jaipur;2015;91000;Diesel;0;First;19.87;5;6325.0;Renault;Duster 85PS Diesel RxL;1461.0;83.8;0
Hyderabad;2012;72000;LPG;0;First;36.68;5;3135.0;Maruti;Wagon R LXI LPG BSIV;998.0;58.2;0
Kolkata;2011;43000;Petrol;0;Second;16.47;5;2310.0;Volkswagen;Polo Petrol Highline 1.2L;1198.0;73.9;0
Coimbatore;2017;63770;Diesel;0;First;19.67;5;14905.0;Hyundai;Creta 1.6 SX Plus Diesel;1582.0;126.2;0
Kolkata;2012;43510;Diesel;1;First;14.74;5;22550.0;Jaguar;XF Diesel;2993.0;270.9;0
Mumbai;2017;52000;Diesel;0;First;16.3;5;22000.0;Jeep;Compass 2.0 Limited 4X4;1956.0;170.0;1
Kochi;2018;31427;Diesel;1;First;15.68;5;65692.0;Land_Rover;Range Rover Evoque 2.0 TD4 HSE Dynamic;1999.0;177.0;1
Kolkata;2016;29000;Diesel;0;First;27.39;5;7150.0;Maruti;Baleno Alpha Diesel;1248.0;98.6;1
Ahmedabad;2016;56000;Diesel;0;First;28.09;5;8250.0;Maruti;Ciaz ZDi SHVS;1248.0;88.5;0
Jaipur;2007;76000;Petrol;0;Second;15.0;5;2365.0;Maruti;SX4 Vxi BSIII;1586.0;104.68;0
Coimbatore;2015;53615;Diesel;0;First;22.7;5;9284.0;Hyundai;Elantra CRDi SX;1582.0;126.24;0
Bangalore;2013;132000;Diesel;0;First;13.5;7;13739.0;Mitsubishi;Pajero Sport 4X4;2477.0;175.56;1
Pune;2017;14800;Petrol;0;First;17.0;5;6028.0;Volkswagen;Ameo 1.2 MPI Comfortline;1198.0;73.75;0
Hyderabad;2013;35433;Petrol;0;First;18.5;5;4620.0;Maruti;Ritz VXi;1197.0;85.8;0
Hyderabad;2013;82966;Diesel;0;First;16.8;5;7919.999999999999;Hyundai;Verna CRDi SX;1493.0;110.0;0
Jaipur;2014;96000;Diesel;0;First;23.4;5;5280.0;Maruti;Swift Dzire Tour LDI;1248.0;98.6;0
Kochi;2017;39528;Diesel;0;First;25.32;6;6413.0;Mahindra;KUV 100 mFALCON D75 K6;1198.0;98.6;0
Coimbatore;2018;92056;Diesel;0;First;13.68;7;20229.0;Toyota;Innova Crysta 2.4 ZX MT;2393.0;147.8;1
Pune;2016;14930;Petrol;0;First;21.4;5;6435.0;Maruti;Baleno Delta 1.2;1197.0;83.1;0
Mumbai;2016;38000;Diesel;0;First;27.3;5;6831.0;Honda;Jazz VX Diesel;1498.0;98.6;1
Delhi;2013;71000;Petrol;0;First;17.0;5;4015.0;Hyundai;i20 1.2 Asta;1197.0;98.6;0
Delhi;2012;71000;Diesel;0;First;23.0;5;4070.0;Hyundai;i20 Sportz Diesel;1396.0;98.6;0
Pune;2015;50000;Diesel;1;First;19.27;5;33000.0;Mercedes-Benz;New C-Class C 220d Avantgarde Edition C;2143.0;167.62;0
Kochi;2016;48163;Petrol;0;First;19.1;5;5334.999999999999;Hyundai;Xcent 1.2 Kappa Base;1197.0;98.6;0
Coimbatore;2017;19168;Petrol;1;First;18.9;5;7623.0;Hyundai;Grand i10 AT Asta;1197.0;98.6;0
Kolkata;2016;26000;Petrol;0;First;22.74;5;2860.0;Maruti;Alto 800 VXI;796.0;47.3;0
Kolkata;2014;37400;Petrol;0;First;18.2;5;2079.0;Chevrolet;Sail Hatchback 1.2 LS;1199.0;82.5;0
Mumbai;2018;8682;Diesel;1;First;0.0;5;43450.0;Mercedes-Benz;C-Class Progressive C 220d;1950.0;194.0;1
Mumbai;2012;95000;Petrol;1;First;13.7;5;11000.0;Skoda;Superb Elegance 1.8 TSI AT;1798.0;157.75;0
Kolkata;2009;34000;Diesel;1;First;16.55;5;10944.999999999998;Audi;A4 2.0 TDI;1968.0;147.51;0
Mumbai;2014;95000;Diesel;0;Second;12.8;8;10394.999999999998;Toyota;Innova 2.5 G (Diesel) 7 Seater BS IV;2494.0;102.0;0
Coimbatore;2017;13689;Diesel;1;First;17.9;5;31075.0;Mercedes-Benz;CLA 200 CDI Sport;2143.0;136.0;0
Jaipur;2008;84000;Petrol;0;Second;19.81;5;1980.0;Hyundai;i10 Era;1086.0;68.05;0
Kolkata;2008;47000;Petrol;0;Second;17.5;5;1540.0;Maruti;Swift Dzire VXi;1298.0;85.8;0
Ahmedabad;2015;60001;Diesel;1;First;21.66;5;7974.999999999999;Skoda;Rapid 1.5 TDI AT Ambition;1498.0;103.52;0
Hyderabad;2012;96000;Diesel;0;First;21.1;5;3960.0;Maruti;Ritz VDi;1248.0;73.9;0
Jaipur;2004;47300;Petrol;0;Second;14.4;5;1320.0;Hyundai;Accent GLS 1.6;1599.0;98.6;0
Coimbatore;2014;28246;Petrol;0;Second;17.8;5;5434.0;Honda;Amaze SX i-VTEC;1198.0;86.7;0
Delhi;2007;65000;Petrol;0;Second;18.9;5;1375.0;Maruti;Wagon R LXI;998.0;67.1;0
Chennai;2013;68000;Diesel;0;Second;22.07;5;5280.0;Volkswagen;Polo Diesel Comfortline 1.2L;1199.0;73.9;0
Kochi;2019;11209;Diesel;1;First;12.62;7;34265.0;Ford;Endeavour 2.2 Trend AT 4X2;2198.0;158.0;0
Pune;2011;41980;Petrol;0;Second;17.0;5;3630.0;Hyundai;i20 1.2 Sportz;1197.0;98.6;0
Bangalore;2012;65000;Diesel;0;First;25.44;5;2640.0;Chevrolet;Beat Diesel PS;936.0;57.6;0
Kolkata;2010;38000;Petrol;0;First;14.8;5;2200.0;Honda;Civic 2010-2013 1.8 V MT;1799.0;130.2;0
Pune;2014;51000;Petrol;0;First;20.51;5;3410.0;Maruti;Wagon R VXI BS IV;998.0;67.04;0
Kochi;2014;33855;Petrol;0;First;15.0;5;5599.0;Skoda;Rapid 1.6 MPI Ambition Plus;1598.0;103.6;0
Pune;2006;146000;Petrol;0;Second;15.4;5;1155.0;Maruti;Baleno Vxi - BSIII;1590.0;98.6;0
Bangalore;2015;47037;Diesel;0;Second;22.77;5;7700.0;Ford;EcoSport 1.5 TDCi Titanium;1498.0;98.59;0
Ahmedabad;2010;58000;Petrol;0;Second;13.2;5;2750.0;Hyundai;Accent GLE;1495.0;98.6;0
Mumbai;2012;61240;Diesel;1;First;22.48;5;19250.0;BMW;5 Series 520d Luxury Line;1995.0;190.0;1
Chennai;2011;91211;Petrol;0;First;20.92;5;2310.0;Maruti;Alto K10 2010-2014 VXI;998.0;67.1;0
Bangalore;2013;84000;Diesel;1;First;15.73;5;19525.0;Audi;Q3 2012-2015 2.0 TDI Quattro Premium Plus;1968.0;174.33;0
Mumbai;2008;64226;LPG;0;First;24.22;5;1595.0;Maruti;Wagon R LXI DUO BSIII;1061.0;57.5;0
Bangalore;2005;67000;Petrol;1;Second;11.3;5;2695.0;Toyota;Corolla H4;1794.0;125.0;0
Pune;2011;106976;Diesel;1;First;13.5;5;15180.0;Volvo;XC60 D5;2400.0;215.0;0
Kolkata;2016;27210;Diesel;0;First;27.3;5;6435.0;Honda;Jazz 1.5 VX i DTEC;1498.0;98.6;0
Delhi;2017;26322;Diesel;0;First;28.09;5;9790.0;Maruti;Ciaz 1.3 Alpha;1248.0;88.5;0
Mumbai;2016;9107;Petrol;0;First;20.4;5;5665.0;Maruti;Swift VXI BSIV;1197.0;81.8;0
Kochi;2015;63983;Diesel;1;First;19.27;5;18216.0;Mercedes-Benz;New C-Class C 220 CDI Avantgarde;2143.0;170.0;0
Chennai;2010;134000;Petrol;0;Second;18.9;5;1815.0;Maruti;Wagon R VXI Minor;1061.0;98.6;0
Pune;2015;11000;Petrol;1;First;15.5;5;17600.0;Mercedes-Benz;A Class A180 Sport;1595.0;120.7;0
Pune;2008;93000;Petrol;0;First;0.0;5;1595.0;Hyundai;Santro Xing GL;1086.0;98.6;0
Coimbatore;2017;24852;Diesel;1;First;26.59;5;8888.0;Maruti;Swift Dzire AMT ZDI;1248.0;98.6;0
Pune;2014;37632;Petrol;1;First;18.9;5;4950.0;Hyundai;Grand i10 AT Asta;1197.0;98.6;0
Chennai;2013;55000;Petrol;0;Second;16.95;5;4730.0;Nissan;Sunny 2011-2014 XV Special Edition;1498.0;97.7;0
Hyderabad;2010;81448;Petrol;0;First;19.0;5;2860.0;Maruti;A-Star Lxi;998.0;66.1;0
Hyderabad;2018;1900;Petrol;0;First;25.17;5;4895.0;Renault;KWID RXT Optional;799.0;53.3;1
Coimbatore;2012;54957;Petrol;1;First;17.1;5;5907.0;Hyundai;Verna 1.6 SX VTVT (O) AT;1591.0;121.4;0
Chennai;2008;55000;Petrol;0;Second;18.9;5;1925.0;Maruti;Wagon R LXI Minor;1061.0;98.6;0
Kolkata;2013;21983;Diesel;1;First;18.88;5;18150.0;BMW;3 Series 320d Sport Line;1995.0;184.0;0
Delhi;2013;76000;Diesel;1;First;18.48;5;20900.0;BMW;5 Series 2003-2012 520d;1995.0;177.0;0
Jaipur;2016;65000;Diesel;0;First;25.0;5;3080.0;Tata;Indigo CS eVX;1396.0;69.01;0
Hyderabad;2015;26000;Diesel;0;First;22.54;5;6820.0;Hyundai;i20 Sportz 1.4 CRDi;1396.0;88.73;0
Kochi;2019;11571;Petrol;0;First;16.8;8;4180.0;Maruti;Omni E MPI STD BS IV;796.0;34.2;0
Hyderabad;2014;81000;Diesel;0;First;25.2;5;6710.0;Maruti;Swift ZDi;1248.0;98.6;0
Coimbatore;2019;23154;Diesel;0;First;23.0;5;12815.0;Ford;Ecosport Signature Edition Diesel;1498.0;98.96;1
Mumbai;2014;26856;Petrol;1;First;16.5;5;4565.0;Honda;Brio VX AT;1198.0;86.8;0
Chennai;2017;67489;Diesel;0;First;13.68;7;18150.0;Toyota;Innova Crysta 2.4 GX MT;2393.0;147.8;1
Bangalore;2008;176000;Diesel;0;Second;10.5;8;4730.0;Mahindra;Scorpio 2.6 LX;2179.0;120.0;0
Kolkata;2010;18000;Petrol;0;First;18.5;5;2475.0;Hyundai;i20 1.2 Magna;1197.0;98.6;0
Ahmedabad;2014;63003;Diesel;0;First;22.32;5;7425.0;Hyundai;Verna 1.6 SX;1582.0;126.32;0
Chennai;2014;80000;Diesel;0;First;15.1;7;10340.0;Mahindra;XUV500 W6 2WD;2179.0;140.0;0
Coimbatore;2014;56658;Diesel;0;First;20.64;5;5929.0;Volkswagen;Vento 1.5 TDI Comfortline;1498.0;108.5;1
Kochi;2019;18592;Diesel;0;First;26.59;5;9361.0;Maruti;Swift Dzire VDI Optional;1248.0;98.6;0
Pune;2010;75695;Petrol;0;First;13.7;5;2035.0;Tata;Manza Aura Safire BS IV;1368.0;88.8;0
Kolkata;2012;82000;Diesel;0;Second;22.9;5;2750.0;Maruti;Swift VDI;1248.0;98.6;0
Chennai;2013;60000;Diesel;0;First;22.07;5;5225.0;Volkswagen;Polo Diesel Highline 1.2L;1199.0;73.9;0
Pune;2009;138000;Petrol;0;Second;17.0;5;3850.0;Honda;City 1.5 V MT;1497.0;118.0;0
Bangalore;2014;67000;Diesel;0;First;23.0;5;6050.0;Hyundai;i20 Asta (o) 1.4 CRDi (Diesel);1396.0;98.6;0
Coimbatore;2012;42750;Petrol;0;First;17.0;5;6963.0;Honda;City 1.5 V MT;1497.0;118.0;0
Kochi;2014;52398;Diesel;0;First;25.44;5;2717.0;Chevrolet;Beat Diesel;936.0;57.6;0
Kochi;2014;36657;Petrol;0;First;16.2;5;3630.0;Chevrolet;Spark 1.0 LS;995.0;62.1;0
Delhi;2011;77000;Diesel;0;Second;11.57;7;3850.0;Tata;New Safari DICOR 2.2 EX 4x2;2179.0;138.1;0
Delhi;2014;85000;Diesel;1;First;11.3;7;42625.0;Mercedes-Benz;GL-Class 350 CDI Blue Efficiency;2987.0;254.8;0
Pune;2008;112500;Diesel;1;First;11.5;5;8789.0;BMW;5 Series 2003-2012 530d Highline;2993.0;235.0;0
Kochi;2013;105072;Diesel;0;First;14.24;7;14608.0;Toyota;Fortuner 2.8 4WD MT;2755.0;174.5;1
Pune;2012;80000;Petrol;1;First;11.25;5;10450.0;BMW;X1 sDrive 18i;1995.0;150.0;0
Kochi;2019;3102;Diesel;0;First;20.37;5;15411.0;Renault;Captur 1.5 Diesel Platine Mono;1461.0;108.45;0
Coimbatore;2016;14656;Diesel;0;First;24.4;5;7689.0;Hyundai;Xcent 1.1 CRDi S;1120.0;98.6;0
Hyderabad;2010;105000;Diesel;1;Second;13.2;5;12100.0;BMW;3 Series 320d;1995.0;170.0;0
Hyderabad;2008;61000;Petrol;1;Second;10.8;5;12100.0;BMW;5 Series 2010-2013 525i;2497.0;215.0;0
Pune;2010;85046;Petrol;0;Second;18.06;5;2529.9999999999995;Nissan;Micra XE;1198.0;98.6;0
Delhi;2014;48000;Diesel;1;First;16.36;5;29150.0;Jaguar;XF 2.2 Litre Luxury;2179.0;187.7;0
Bangalore;2011;55000;Diesel;1;First;10.2;7;73700.0;Land_Rover;Range Rover TDV8 (Diesel);4367.0;308.0;0
Mumbai;2017;4000;Petrol;1;First;16.0;5;19525.0;Jeep;Compass 1.4 Limited Option;1368.0;160.0;1
Delhi;2010;94000;Petrol;1;Second;10.1;5;5280.0;Honda;CR-V 2.4 AT;2354.0;152.0;0
Coimbatore;2013;61110;Petrol;0;First;18.6;5;5027.0;Maruti;Swift VXI;1197.0;85.8;0
Chennai;2016;80000;Diesel;0;First;24.4;5;3850.0;Hyundai;Xcent 1.1 CRDi S;1120.0;98.6;0
Kochi;2015;43190;Diesel;0;First;19.01;5;8371.0;Nissan;Terrano XV Premium 110 PS;1461.0;108.5;0
Hyderabad;2015;45000;Diesel;1;First;18.25;5;27500.0;Audi;A4 35 TDI Technology;1968.0;187.74;1
Coimbatore;2016;44178;Petrol;0;First;18.9;5;6468.0;Hyundai;Grand i10 Asta Option;1197.0;98.6;0
Hyderabad;2015;84415;Diesel;0;First;12.99;8;14850.0;Toyota;Innova 2.5 G (Diesel) 8 Seater;2494.0;100.6;0
Kolkata;2015;35000;Petrol;0;First;18.5;5;5059.999999999999;Hyundai;i20 1.2 Magna;1197.0;98.6;0
Kolkata;2013;44000;Diesel;0;First;22.77;5;5390.0;Ford;EcoSport 1.5 TDCi Titanium;1498.0;98.59;0
Hyderabad;2012;67635;Petrol;0;First;17.0;5;5775.0;Honda;City 1.5 S MT;1497.0;118.0;0
Coimbatore;2018;18385;Petrol;1;First;14.8;5;13651.0;Ford;EcoSport 1.5 Petrol Titanium Plus AT;1497.0;121.36;1
Kolkata;2014;35000;Diesel;0;First;22.07;5;4180.0;Volkswagen;Polo Diesel Highline 1.2L;1199.0;73.9;0
Mumbai;2010;49000;Diesel;1;First;19.27;5;9844.999999999998;Mercedes-Benz;New C-Class C 220 CDI Avantgarde;2143.0;170.0;0
Hyderabad;2013;69000;Diesel;0;First;22.7;5;7919.999999999999;Ford;Ecosport 1.5 DV5 MT Titanium;1498.0;89.84;0
Hyderabad;2017;23228;Petrol;0;First;14.4;5;4950.0;Tata;Indigo GLE;1396.0;98.6;0
Delhi;2014;68462;Diesel;0;First;26.59;5;4565.0;Maruti;Swift Dzire LDI;1248.0;98.6;0
Coimbatore;2016;74611;Diesel;0;First;25.1;5;8734.0;Maruti;S-Cross Zeta DDiS 200 SH;1248.0;88.5;1
Pune;2014;90000;Diesel;0;First;19.01;5;7974.999999999999;Renault;Duster 110PS Diesel RxZ Pack;1461.0;108.45;0
Delhi;2016;22000;Petrol;0;First;18.9;5;4070.0;Maruti;Wagon R VXI;998.0;67.1;0
Hyderabad;2010;58163;Petrol;0;First;0.0;5;2695.0;Hyundai;Santro Xing GL;1086.0;98.6;0
Chennai;2011;109500;Diesel;0;Third;25.44;5;1650.0;Chevrolet;Beat Diesel LT;936.0;57.6;0
Delhi;2017;13363;Diesel;0;First;16.0;7;13200.0;Mahindra;XUV500 W4 1.99 mHawk;1997.0;140.0;0
Delhi;2012;51000;Petrol;0;Second;19.81;5;2420.0;Hyundai;i10 Era 1.1;1086.0;68.05;0
Hyderabad;2007;103000;Diesel;0;First;13.93;7;3960.0;Tata;New Safari DICOR 2.2 EX 4x4;2179.0;138.0;0
Kolkata;2009;43002;Petrol;0;First;20.36;5;2112.0;Hyundai;i10 Sportz;1197.0;78.9;0
Bangalore;2016;108000;Diesel;1;First;11.36;7;22550.0;Toyota;Innova Crysta 2.8 ZX AT;2755.0;171.5;1
Jaipur;2010;82407;Diesel;0;First;17.5;5;4675.0;Skoda;Laura Elegance MT;1896.0;106.0;0
Kolkata;2013;29000;Petrol;0;First;18.9;5;3520.0;Hyundai;Grand i10 Sportz;1197.0;98.6;0
